RECORDNAME,INTID,NBL2,NBL,NBT,NBR,SBL,SBT,SBR,EBU,EBL,EBT,EBR,EBR2,WBU,WBL,WBT,WBR,NEL,NET,NER,NWL2,NWL,NWT,NWR,SEL,SET,SER,SER2,SWL,SWT,SWR,PED,HOLD
Exit Lanes,198,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
CBD,198,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,198,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Up Node,201,,,5281,5281,5270,5270,,,,,,,,,,,,,,,72,,72,,,,,,,,,
Dest Node,201,,,5270,72,72,5281,,,,,,,,,,,,,,,5281,,5270,,,,,,,,,
Lanes,201,,,0,0,1,2,,,,,,,,,,,,,,,0,,2,,,,,,,,,
Shared,201,,,0,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,
Width,201,,,12,12,12,12,,,,,,,,,,,,,,,12,,12,,,,,,,,,
Storage,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taper,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,201,,,35,,,35,,,,,,,,,,,,,,,35,,,,,,,,,,,
SignControl,201,,,1,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,
IdealFlow,201,,,1900,1900,1900,1900,,,,,,,,,,,,,,,1900,,1900,,,,,,,,,
SatFlow,201,,,0,0,1695,3390,,,,,,,,,,,,,,,0,,3278,,,,,,,,,
SatFlowPerm,201,,,0,0,1695,3390,,,,,,,,,,,,,,,0,,3278,,,,,,,,,
Allow RTOR,201,,,1,1,1,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,
SatFlowRTOR,201,,,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,
Volume,201,,,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,
Peds,201,,,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,
Bicycles,201,,,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,
PHF,201,,,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,0.9,,0.9,,,,,,,,,
Growth,201,,,100,100,100,100,,,,,,,,,,,,,,,100,,100,,,,,,,,,
HeavyVehicles,201,,,2,2,2,2,,,,,,,,,,,,,,,2,,2,,,,,,,,,
BusStops,201,,,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,
Midblock,201,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,
Distance,201,,,540,,,400,,,,,,,,,,,,,,,338,,,,,,,,,,,
TravelTime,201,,,10.5,,,7.8,,,,,,,,,,,,,,,6.6,,,,,,,,,,,
Right Channeled,201,,,,0,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,
Alignment,201,,,0,1,0,0,,,,,,,,,,,,,,,0,,1,,,,,,,,,
Enter Blocked,201,,,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,
HeadwayFact,201,,,1,1,1,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,
Turning Speed,201,,,60,9,15,60,,,,,,,,,,,,,,,15,,9,,,,,,,,,
FirstDetect,201,,,,,50,50,,,,,,,,,,,,,,,,,50,,,,,,,,,
LastDetect,201,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,
Exit Lanes,201,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,
CBD,201,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic in shared lane,201,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,201,,,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,
Up Node,202,,487,487,487,491,491,491,403,403,403,403,,402,402,402,402,,,,,,,,,,,,,,,,
Dest Node,202,,403,491,402,402,487,403,403,491,402,487,,402,487,403,491,,,,,,,,,,,,,,,,
Lanes,202,,0,0,0,2,1,1,0,0,5,0,,0,2,3,0,,,,,,,,,,,,,,,,
Shared,202,,0,0,,0,3,,,0,2,,,,0,0,,,,,,,,,,,,,,,,,
Width,202,,12,12,12,12,12,12,12,12,12,12,,12,12,12,12,,,,,,,,,,,,,,,,
Storage,202,,,,,440,,440,,250,,,,,,,,,,,,,,,,,,,,,,,
Taper,202,,,,,25,,25,,25,,,,,,,,,,,,,,,,,,,,,,,
StLanes,202,,,,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,
Grade,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,202,,,40,,,40,,,,40,,,,,40,,,,,,,,,,,,,,,,,
Phase1,202,,,,,,5,,,,6,,,,8,6,,,,,,,,,,,,,,,,,
Phase2,202,,,,,,,,,,7,,,,,7,,,,,,,,,,,,,,,,,
Phase3,202,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,
PermPhase1,202,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,
LostTime,202,,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,,,,,,,,,,,,,,,,
Lost Time Adjust,202,,0,0,0,-2,-2,-2,0,0,-2,0,,0,-2,-2,0,,,,,,,,,,,,,,,,
IdealFlow,202,,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,1900,1900,1900,1900,,,,,,,,,,,,,,,,
SatFlow,202,,0,0,0,3221,1522,1504,0,0,7344,0,,0,3433,5085,0,,,,,,,,,,,,,,,,
SatFlowPerm,202,,0,0,0,3221,1522,1504,0,0,7344,0,,0,3433,5085,0,,,,,,,,,,,,,,,,
Allow RTOR,202,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
SatFlowRTOR,202,,0,0,0,0,0,357,0,0,43,0,,0,0,0,0,,,,,,,,,,,,,,,,
Volume,202,,0,0,0,1366,0,437,0,0,1175,221,,0,234,404,0,,,,,,,,,,,,,,,,
Peds,202,,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,,,,,,,,,,,,,,,,
Bicycles,202,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
PHF,202,,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,,,
Growth,202,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,,,,,,,,,,,,,,,,
HeavyVehicles,202,,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,
BusStops,202,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Midblock,202,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Distance,202,,,413,,,671,,,,352,,,,,610,,,,,,,,,,,,,,,,,
TravelTime,202,,,7,,,11.4,,,,6,,,,,10.4,,,,,,,,,,,,,,,,,
Right Channeled,202,,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
Alignment,202,,0,0,1,0,0,1,3,0,0,1,,3,0,0,1,,,,,,,,,,,,,,,,
Enter Blocked,202,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
HeadwayFact,202,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
Turning Speed,202,,15,60,9,15,60,9,9,15,60,9,,9,15,60,9,,,,,,,,,,,,,,,,
FirstDetect,202,,,,,50,50,50,,,50,,,,50,50,,,,,,,,,,,,,,,,,
LastDetect,202,,,,,0,0,0,,,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase1,202,,,,,5,5,5,,,6,,,,8,6,,,,,,,,,,,,,,,,,
DetectPhase2,202,,,,,0,0,0,,,7,,,,0,7,,,,,,,,,,,,,,,,,
DetectPhase3,202,,,,,0,0,0,,,0,,,,0,8,,,,,,,,,,,,,,,,,
DetectPhase4,202,,,,,0,0,0,,,0,,,,0,0,,,,,,,,,,,,,,,,,
SwitchPhase,202,,,,,0,0,0,,,0,,,,0,0,,,,,,,,,,,,,,,,,
numDetects,202,,,,,1,1,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,
DetectPos1,202,,,,,0,0,0,,,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectSize1,202,,,,,50,50,50,,,50,,,,50,50,,,,,,,,,,,,,,,,,
DetectType1,202,,,,,3,3,3,,,3,,,,3,3,,,,,,,,,,,,,,,,,
DetectExtend1,202,,,,,0,0,0,,,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectQueue1,202,,,,,0,0,0,,,0,,,,0,0,,,,,,,,,,,,,,,,,
DetectDelay1,202,,,,,0,0,0,,,0,,,,0,0,,,,,,,,,,,,,,,,,
Exit Lanes,202,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
CBD,202,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic in shared lane,202,,,,,*33,,*0,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,202,,0,0,0,995,490,475,0,0,1517,0,,0,254,439,0,,,,,,,,,,,,,,,,
Up Node,203,,392,392,392,453,453,453,401,401,401,401,,204,204,204,204,,,,,,,,,,,,,,,,
Dest Node,203,,401,453,204,204,392,401,401,453,204,392,,204,392,401,453,,,,,,,,,,,,,,,,
Lanes,203,,1,1,1,1,1,1,0,1,3,1,,0,1,3,0,,,,,,,,,,,,,,,,
Shared,203,,0,0,,0,0,,,0,0,,,,0,2,,,,,,,,,,,,,,,,,
Width,203,,12,12,12,12,12,12,12,12,12,12,,12,12,12,12,,,,,,,,,,,,,,,,
Storage,203,,145,,100,155,,130,,150,,220,,,140,,,,,,,,,,,,,,,,,,
Taper,203,,25,,25,25,,25,,25,,25,,,25,,,,,,,,,,,,,,,,,,
StLanes,203,,1,,1,1,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,
Grade,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,203,,,30,,,30,,,,40,,,,,40,,,,,,,,,,,,,,,,,
Phase1,203,,3,8,,,4,,,1,6,,,,5,2,,,,,,,,,,,,,,,,,
PermPhase1,203,,8,,8,4,,4,,6,,6,,,2,,,,,,,,,,,,,,,,,,
LostTime,203,,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,,,,,,,,,,,,,,,,
Lost Time Adjust,203,,0,-2,-2,-2,-2,-2,0,0,-2,-2,,0,0,-2,0,,,,,,,,,,,,,,,,
IdealFlow,203,,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,1900,1900,1900,1900,,,,,,,,,,,,,,,,
SatFlow,203,,1770,1863,1583,1770,1863,1583,0,1770,5085,1583,,0,1770,4994,0,,,,,,,,,,,,,,,,
SatFlowPerm,203,,953,1863,1563,1392,1863,1557,0,205,5085,1583,,0,326,4994,0,,,,,,,,,,,,,,,,
Allow RTOR,203,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
SatFlowRTOR,203,,0,0,109,0,0,149,0,0,0,190,,0,0,19,0,,,,,,,,,,,,,,,,
Volume,203,,62,14,36,23,7,111,0,358,1312,175,,0,84,1181,130,,,,,,,,,,,,,,,,
Peds,203,,5,0,1,1,0,5,0,4,0,0,,0,0,0,4,,,,,,,,,,,,,,,,
Bicycles,203,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
PHF,203,,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,,,
Growth,203,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,,,,,,,,,,,,,,,,
HeavyVehicles,203,,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,
BusStops,203,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Midblock,203,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Distance,203,,,404,,,366,,,,975,,,,,843,,,,,,,,,,,,,,,,,
TravelTime,203,,,9.2,,,8.3,,,,16.6,,,,,14.4,,,,,,,,,,,,,,,,,
Right Channeled,203,,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
Alignment,203,,0,0,1,0,0,1,3,0,0,1,,3,0,0,1,,,,,,,,,,,,,,,,
Enter Blocked,203,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
HeadwayFact,203,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
Turning Speed,203,,15,60,9,15,60,9,9,15,60,9,,9,15,60,9,,,,,,,,,,,,,,,,
FirstDetect,203,,50,50,50,50,50,50,,50,50,50,,,50,50,,,,,,,,,,,,,,,,,
LastDetect,203,,0,0,0,0,0,0,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase1,203,,3,8,8,4,4,4,,1,6,6,,,5,2,,,,,,,,,,,,,,,,,
DetectPhase2,203,,0,0,0,0,0,0,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase3,203,,0,0,0,0,0,0,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectPhase4,203,,0,0,0,0,0,0,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
SwitchPhase,203,,0,0,0,0,0,0,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
numDetects,203,,1,1,1,1,1,1,,1,1,1,,,1,1,,,,,,,,,,,,,,,,,
DetectPos1,203,,0,0,0,0,0,0,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectSize1,203,,50,50,50,50,50,50,,50,50,50,,,50,50,,,,,,,,,,,,,,,,,
DetectType1,203,,3,3,3,3,3,3,,3,3,3,,,3,3,,,,,,,,,,,,,,,,,
DetectExtend1,203,,0,0,0,0,0,0,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectQueue1,203,,0,0,0,0,0,0,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
DetectDelay1,203,,0,0,0,0,0,0,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,
Exit Lanes,203,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
CBD,203,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,203,,67,15,39,25,8,121,0,389,1426,190,,0,91,1425,0,,,,,,,,,,,,,,,,
Up Node,204,,221,221,221,406,406,406,203,203,203,203,,205,205,205,205,,,,,,,,,,,,,,,,
Dest Node,204,,203,406,205,205,221,203,203,406,205,221,,205,221,203,406,,,,,,,,,,,,,,,,
Lanes,204,,2,3,1,2,3,1,0,2,3,1,,0,2,3,1,,,,,,,,,,,,,,,,
Shared,204,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
Width,204,,12,12,12,12,12,12,12,12,12,12,,12,12,12,12,,,,,,,,,,,,,,,,
Storage,204,,160,,115,225,,195,,230,,460,,,220,,220,,,,,,,,,,,,,,,,
Taper,204,,25,,25,25,,25,,25,,25,,,25,,25,,,,,,,,,,,,,,,,
StLanes,204,,2,,1,2,,1,,2,,1,,,2,,1,,,,,,,,,,,,,,,,
Grade,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,204,,,45,,,40,,,,40,,,,,45,,,,,,,,,,,,,,,,,
Phase1,204,,3,8,5,7,4,1,,1,6,3,,,5,2,7,,,,,,,,,,,,,,,,
PermPhase1,204,,,,8,,,4,,,,6,,,,,2,,,,,,,,,,,,,,,,
LostTime,204,,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,,,,,,,,,,,,,,,,
Lost Time Adjust,204,,0,-2,0,0,-2,0,0,0,-2,0,,0,0,-2,0,,,,,,,,,,,,,,,,
IdealFlow,204,,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,1900,1900,1900,1900,,,,,,,,,,,,,,,,
SatFlow,204,,3433,5085,1583,3433,5085,1583,0,3433,5085,1583,,0,3433,5085,1583,,,,,,,,,,,,,,,,
SatFlowPerm,204,,3433,5085,1554,3433,5085,1558,0,3433,5085,1560,,0,3433,5085,1554,,,,,,,,,,,,,,,,
Allow RTOR,204,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
SatFlowRTOR,204,,0,0,69,0,0,109,0,0,0,184,,0,0,0,109,,,,,,,,,,,,,,,,
Volume,204,,447,803,202,115,226,231,0,252,939,169,,0,173,1022,149,,,,,,,,,,,,,,,,
Peds,204,,0,0,5,0,0,3,0,0,0,2,,0,0,0,5,,,,,,,,,,,,,,,,
Bicycles,204,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
PHF,204,,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,,,
Growth,204,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,,,,,,,,,,,,,,,,
HeavyVehicles,204,,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,
BusStops,204,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Midblock,204,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Distance,204,,,1338,,,449,,,,843,,,,,1410,,,,,,,,,,,,,,,,,
TravelTime,204,,,20.3,,,7.7,,,,14.4,,,,,21.4,,,,,,,,,,,,,,,,,
Right Channeled,204,,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
Alignment,204,,0,0,1,0,0,1,3,0,0,1,,3,0,0,1,,,,,,,,,,,,,,,,
Enter Blocked,204,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
HeadwayFact,204,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
Turning Speed,204,,15,60,9,15,60,9,9,15,60,9,,9,15,60,9,,,,,,,,,,,,,,,,
FirstDetect,204,,50,50,50,50,50,50,,50,50,50,,,50,50,50,,,,,,,,,,,,,,,,
LastDetect,204,,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectPhase1,204,,3,8,5,7,4,1,,1,6,3,,,5,2,7,,,,,,,,,,,,,,,,
DetectPhase2,204,,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectPhase3,204,,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectPhase4,204,,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
SwitchPhase,204,,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
numDetects,204,,1,1,1,1,1,1,,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,
DetectPos1,204,,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectSize1,204,,50,50,50,50,50,50,,50,50,50,,,50,50,50,,,,,,,,,,,,,,,,
DetectType1,204,,3,3,3,3,3,3,,3,3,3,,,3,3,3,,,,,,,,,,,,,,,,
DetectExtend1,204,,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectQueue1,204,,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectDelay1,204,,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Exit Lanes,204,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
CBD,204,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,204,,486,873,220,125,246,251,0,274,1021,184,,0,188,1111,162,,,,,,,,,,,,,,,,
Up Node,205,,441,441,441,194,194,194,204,204,204,204,,206,206,206,206,,,,,,,,,,,,,,,,
Dest Node,205,,204,194,206,206,441,204,204,194,206,441,,206,441,204,194,,,,,,,,,,,,,,,,
Lanes,205,,1,1,1,1,1,1,0,1,3,1,,0,1,3,1,,,,,,,,,,,,,,,,
Shared,205,,0,0,,0,0,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
Width,205,,12,12,12,12,12,12,12,12,12,12,,12,12,12,12,,,,,,,,,,,,,,,,
Storage,205,,55,,55,50,,55,,250,,250,,,250,,250,,,,,,,,,,,,,,,,
Taper,205,,25,,25,25,,25,,25,,25,,,25,,25,,,,,,,,,,,,,,,,
StLanes,205,,1,,1,1,,1,,1,,1,,,1,,1,,,,,,,,,,,,,,,,
Grade,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,205,,,25,,,25,,,,45,,,,,45,,,,,,,,,,,,,,,,,
Phase1,205,,,8,,,4,,,1,6,,,,5,2,,,,,,,,,,,,,,,,,
PermPhase1,205,,8,,8,4,,4,,6,,6,,,2,,2,,,,,,,,,,,,,,,,
LostTime,205,,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,,,,,,,,,,,,,,,,
Lost Time Adjust,205,,-2,-2,-2,-2,-2,-2,0,0,-2,-2,,0,0,-2,-2,,,,,,,,,,,,,,,,
IdealFlow,205,,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,1900,1900,1900,1900,,,,,,,,,,,,,,,,
SatFlow,205,,1770,1863,1583,1770,1863,1583,0,1770,5085,1583,,0,1770,5085,1583,,,,,,,,,,,,,,,,
SatFlowPerm,205,,1397,1863,1583,1397,1863,1583,0,311,5085,1583,,0,449,5085,1583,,,,,,,,,,,,,,,,
Allow RTOR,205,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
SatFlowRTOR,205,,0,0,69,0,0,69,0,0,0,69,,0,0,0,69,,,,,,,,,,,,,,,,
Volume,205,,30,10,30,30,10,30,0,20,1008,20,,0,20,1304,20,,,,,,,,,,,,,,,,
Peds,205,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Bicycles,205,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
PHF,205,,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,,,
Growth,205,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,,,,,,,,,,,,,,,,
HeavyVehicles,205,,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,
BusStops,205,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Midblock,205,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Distance,205,,,145,,,191,,,,1410,,,,,1271,,,,,,,,,,,,,,,,,
TravelTime,205,,,4,,,5.2,,,,21.4,,,,,19.3,,,,,,,,,,,,,,,,,
Right Channeled,205,,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
Alignment,205,,0,0,1,0,0,1,3,0,0,1,,3,0,0,1,,,,,,,,,,,,,,,,
Enter Blocked,205,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
HeadwayFact,205,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
Turning Speed,205,,15,60,9,15,60,9,9,15,60,9,,9,15,60,9,,,,,,,,,,,,,,,,
FirstDetect,205,,50,50,50,50,50,50,,50,50,50,,,50,50,50,,,,,,,,,,,,,,,,
LastDetect,205,,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectPhase1,205,,8,8,8,4,4,4,,1,6,6,,,5,2,2,,,,,,,,,,,,,,,,
DetectPhase2,205,,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectPhase3,205,,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectPhase4,205,,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
SwitchPhase,205,,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
numDetects,205,,1,1,1,1,1,1,,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,
DetectPos1,205,,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectSize1,205,,50,50,50,50,50,50,,50,50,50,,,50,50,50,,,,,,,,,,,,,,,,
DetectType1,205,,3,3,3,3,3,3,,3,3,3,,,3,3,3,,,,,,,,,,,,,,,,
DetectExtend1,205,,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectQueue1,205,,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
DetectDelay1,205,,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Exit Lanes,205,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
CBD,205,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,205,,33,11,33,33,11,33,0,22,1096,22,,0,22,1417,22,,,,,,,,,,,,,,,,
Up Node,206,,482,482,482,190,190,190,205,205,205,205,,208,208,208,208,,,,,,,,,,,,,,,,
Dest Node,206,,205,190,208,208,482,205,205,190,208,482,,208,482,205,190,,,,,,,,,,,,,,,,
Lanes,206,,1,1,1,1,2,0,0,1,3,1,,0,1,3,1,,,,,,,,,,,,,,,,
Shared,206,,0,0,,0,2,,,0,0,,,,0,0,,,,,,,,,,,,,,,,,
Width,206,,12,12,12,12,12,12,12,12,12,12,,12,12,12,12,,,,,,,,,,,,,,,,
Storage,206,,90,,90,250,,,,250,,250,,,250,,150,,,,,,,,,,,,,,,,
Taper,206,,25,,25,25,,,,25,,25,,,25,,25,,,,,,,,,,,,,,,,
StLanes,206,,1,,1,1,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,,
Grade,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,206,,,35,,,35,,,,45,,,,,45,,,,,,,,,,,,,,,,,
Phase1,206,,3,8,,7,4,,,1,6,,,,5,2,,,,,,,,,,,,,,,,,
PermPhase1,206,,8,,8,4,,,,6,,6,,,2,,2,,,,,,,,,,,,,,,,
LostTime,206,,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,,,,,,,,,,,,,,,,
Lost Time Adjust,206,,0,-2,-2,0,-2,0,0,0,-2,-2,,0,0,-2,-2,,,,,,,,,,,,,,,,
IdealFlow,206,,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,1900,1900,1900,1900,,,,,,,,,,,,,,,,
SatFlow,206,,1770,1863,1583,1770,3382,0,0,1770,5085,1583,,0,1770,5085,1583,,,,,,,,,,,,,,,,
SatFlowPerm,206,,931,1863,1560,1308,3382,0,0,434,5085,1518,,0,558,5085,1583,,,,,,,,,,,,,,,,
Allow RTOR,206,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
SatFlowRTOR,206,,0,0,109,0,32,0,0,0,0,312,,0,0,0,149,,,,,,,,,,,,,,,,
Volume,206,,96,75,93,43,84,29,0,139,696,287,,0,300,994,121,,,,,,,,,,,,,,,,
Peds,206,,11,0,3,3,0,11,0,0,0,20,,0,20,0,0,,,,,,,,,,,,,,,,
Bicycles,206,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
PHF,206,,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,,,
