RECORDNAME,INTID,NB,SB,EB,WB,NE,NW,SE,SW
Distance,457,,,,,,,,156
Speed,457,,,,,,,,30
Time,457,,,,,,,,3.5
Grade,457,,,,,,,,0
Median,457,,,,,,,,0
Offset,457,,,,,,,,0
TWLTL,457,,,,,,,,0
Crosswalk Width,457,,,,,,,,16
Mandatory Distance,457,,,,,,,,200
Mandatory Distance2,457,,,,,,,,1320
Positioning Distance,457,,,,,,,,880
Positioning Distance2,457,,,,,,,,1760
Curve Pt X,457,,,,,,,,
Curve Pt Y,457,,,,,,,,
Curve Pt Z,457,,,,,,,,
Link Is Hidden,457,,,,,,,,FALSE
Street Name Is Hidden,457,,,,,,,,FALSE
Up ID,458,,,,174,,,,
Lanes,458,,,,1,,,,
Name,458,,,,,,,,
Distance,458,,,,526,,,,
Speed,458,,,,30,,,,
Time,458,,,,12,,,,
Grade,458,,,,0,,,,
Median,458,,,,12,,,,
Offset,458,,,,0,,,,
TWLTL,458,,,,0,,,,
Crosswalk Width,458,,,,16,,,,
Mandatory Distance,458,,,,200,,,,
Mandatory Distance2,458,,,,1320,,,,
Positioning Distance,458,,,,880,,,,
Positioning Distance2,458,,,,1760,,,,
Curve Pt X,458,,,,,,,,
Curve Pt Y,458,,,,,,,,
Curve Pt Z,458,,,,,,,,
Link Is Hidden,458,,,,FALSE,,,,
Street Name Is Hidden,458,,,,FALSE,,,,
Up ID,459,61,,,,,,,
Lanes,459,1,,,,,,,
Name,459,Smith Rd,,,,,,,
Distance,459,824,,,,,,,
Speed,459,30,,,,,,,
Time,459,18.7,,,,,,,
Grade,459,0,,,,,,,
Median,459,12,,,,,,,
Offset,459,0,,,,,,,
TWLTL,459,0,,,,,,,
Crosswalk Width,459,16,,,,,,,
Mandatory Distance,459,200,,,,,,,
Mandatory Distance2,459,1320,,,,,,,
Positioning Distance,459,880,,,,,,,
Positioning Distance2,459,1760,,,,,,,
Curve Pt X,459,,,,,,,,
Curve Pt Y,459,,,,,,,,
Curve Pt Z,459,,,,,,,,
Link Is Hidden,459,FALSE,,,,,,,
Street Name Is Hidden,459,FALSE,,,,,,,
Up ID,460,,61,,,,,,
Lanes,460,,1,,,,,,
Name,460,,Smith Rd,,,,,,
Distance,460,,766,,,,,,
Speed,460,,30,,,,,,
Time,460,,17.4,,,,,,
Grade,460,,0,,,,,,
Median,460,,12,,,,,,
Offset,460,,0,,,,,,
TWLTL,460,,0,,,,,,
Crosswalk Width,460,,16,,,,,,
Mandatory Distance,460,,200,,,,,,
Mandatory Distance2,460,,1320,,,,,,
Positioning Distance,460,,880,,,,,,
Positioning Distance2,460,,1760,,,,,,
Curve Pt X,460,,,,,,,,
Curve Pt Y,460,,,,,,,,
Curve Pt Z,460,,,,,,,,
Link Is Hidden,460,,FALSE,,,,,,
Street Name Is Hidden,460,,FALSE,,,,,,
Up ID,461,507,,,,,,,
Lanes,461,0,,,,,,,
Name,461,Center Pkwy Station,,,,,,,
Distance,461,416,,,,,,,
Speed,461,30,,,,,,,
Time,461,9.5,,,,,,,
Grade,461,0,,,,,,,
Median,461,0,,,,,,,
Offset,461,0,,,,,,,
TWLTL,461,0,,,,,,,
Crosswalk Width,461,16,,,,,,,
Mandatory Distance,461,200,,,,,,,
Mandatory Distance2,461,1320,,,,,,,
Positioning Distance,461,880,,,,,,,
Positioning Distance2,461,1760,,,,,,,
Curve Pt X,461,,,,,,,,
Curve Pt Y,461,,,,,,,,
Curve Pt Z,461,,,,,,,,
Link Is Hidden,461,FALSE,,,,,,,
Street Name Is Hidden,461,FALSE,,,,,,,
Up ID,462,,,225,,,,,
Lanes,462,,,1,,,,,
Name,462,,,Hancock Avenue,,,,,
Distance,462,,,686,,,,,
Speed,462,,,30,,,,,
Time,462,,,15.6,,,,,
Grade,462,,,0,,,,,
Median,462,,,12,,,,,
Offset,462,,,0,,,,,
TWLTL,462,,,0,,,,,
Crosswalk Width,462,,,16,,,,,
Mandatory Distance,462,,,200,,,,,
Mandatory Distance2,462,,,1320,,,,,
Positioning Distance,462,,,880,,,,,
Positioning Distance2,462,,,1760,,,,,
Curve Pt X,462,,,,,,,,
Curve Pt Y,462,,,,,,,,
Curve Pt Z,462,,,,,,,,
Link Is Hidden,462,,,FALSE,,,,,
Street Name Is Hidden,462,,,FALSE,,,,,
Up ID,463,,,,225,,,,
Lanes,463,,,,1,,,,
Name,463,,,,,,,,
Distance,463,,,,854,,,,
Speed,463,,,,30,,,,
Time,463,,,,19.4,,,,
Grade,463,,,,0,,,,
Median,463,,,,12,,,,
Offset,463,,,,0,,,,
TWLTL,463,,,,0,,,,
Crosswalk Width,463,,,,16,,,,
Mandatory Distance,463,,,,200,,,,
Mandatory Distance2,463,,,,1320,,,,
Positioning Distance,463,,,,880,,,,
Positioning Distance2,463,,,,1760,,,,
Curve Pt X,463,,,,,,,,
Curve Pt Y,463,,,,,,,,
Curve Pt Z,463,,,,,,,,
Link Is Hidden,463,,,,FALSE,,,,
Street Name Is Hidden,463,,,,FALSE,,,,
Up ID,464,,507,,,,,,
Lanes,464,,0,,,,,,
Name,464,,Center Pkwy Station,,,,,,
Distance,464,,346,,,,,,
Speed,464,,30,,,,,,
Time,464,,7.9,,,,,,
Grade,464,,0,,,,,,
Median,464,,0,,,,,,
Offset,464,,0,,,,,,
TWLTL,464,,0,,,,,,
Crosswalk Width,464,,16,,,,,,
Mandatory Distance,464,,200,,,,,,
Mandatory Distance2,464,,1320,,,,,,
Positioning Distance,464,,880,,,,,,
Positioning Distance2,464,,1760,,,,,,
Curve Pt X,464,,,,,,,,
Curve Pt Y,464,,,,,,,,
Curve Pt Z,464,,,,,,,,
Link Is Hidden,464,,FALSE,,,,,,
Street Name Is Hidden,464,,FALSE,,,,,,
Up ID,465,504,,,,,,,
Lanes,465,1,,,,,,,
Name,465,Papago Hills,,,,,,,
Distance,465,668,,,,,,,
Speed,465,30,,,,,,,
Time,465,15.2,,,,,,,
Grade,465,0,,,,,,,
Median,465,0,,,,,,,
Offset,465,0,,,,,,,
TWLTL,465,0,,,,,,,
Crosswalk Width,465,16,,,,,,,
Mandatory Distance,465,200,,,,,,,
Mandatory Distance2,465,1320,,,,,,,
Positioning Distance,465,880,,,,,,,
Positioning Distance2,465,1760,,,,,,,
Curve Pt X,465,,,,,,,,
Curve Pt Y,465,,,,,,,,
Curve Pt Z,465,,,,,,,,
Link Is Hidden,465,FALSE,,,,,,,
Street Name Is Hidden,465,FALSE,,,,,,,
Up ID,466,,504,,,,,,
Lanes,466,,1,,,,,,
Name,466,,Papago Hills (Future),,,,,,
Distance,466,,410,,,,,,
Speed,466,,30,,,,,,
Time,466,,9.3,,,,,,
Grade,466,,0,,,,,,
Median,466,,0,,,,,,
Offset,466,,0,,,,,,
TWLTL,466,,0,,,,,,
Crosswalk Width,466,,16,,,,,,
Mandatory Distance,466,,200,,,,,,
Mandatory Distance2,466,,1320,,,,,,
Positioning Distance,466,,880,,,,,,
Positioning Distance2,466,,1760,,,,,,
Curve Pt X,466,,,,,,,,
Curve Pt Y,466,,,,,,,,
Curve Pt Z,466,,,,,,,,
Link Is Hidden,466,,FALSE,,,,,,
Street Name Is Hidden,466,,FALSE,,,,,,
Up ID,467,505,,,,,,,
Lanes,467,1,,,,,,,
Name,467,Parkside Drive (Future),,,,,,,
Distance,467,519,,,,,,,
Speed,467,30,,,,,,,
Time,467,11.8,,,,,,,
Grade,467,0,,,,,,,
Median,467,0,,,,,,,
Offset,467,0,,,,,,,
TWLTL,467,0,,,,,,,
Crosswalk Width,467,16,,,,,,,
Mandatory Distance,467,200,,,,,,,
Mandatory Distance2,467,1320,,,,,,,
Positioning Distance,467,880,,,,,,,
Positioning Distance2,467,1760,,,,,,,
Curve Pt X,467,,,,,,,,
Curve Pt Y,467,,,,,,,,
Curve Pt Z,467,,,,,,,,
Link Is Hidden,467,FALSE,,,,,,,
Street Name Is Hidden,467,FALSE,,,,,,,
Up ID,468,,505,,,,,,
Lanes,468,,1,,,,,,
Name,468,,Parkside Drive,,,,,,
Distance,468,,446,,,,,,
Speed,468,,30,,,,,,
Time,468,,10.1,,,,,,
Grade,468,,0,,,,,,
Median,468,,12,,,,,,
Offset,468,,0,,,,,,
TWLTL,468,,0,,,,,,
Crosswalk Width,468,,16,,,,,,
Mandatory Distance,468,,200,,,,,,
Mandatory Distance2,468,,1320,,,,,,
Positioning Distance,468,,880,,,,,,
Positioning Distance2,468,,1760,,,,,,
Curve Pt X,468,,,,,,,,
Curve Pt Y,468,,,,,,,,
Curve Pt Z,468,,,,,,,,
Link Is Hidden,468,,FALSE,,,,,,
Street Name Is Hidden,468,,FALSE,,,,,,
Up ID,469,,,537,,,,,
Lanes,469,,,2,,,,,
Name,469,,,Apache Boulevard,,,,,
Distance,469,,,245,,,,,
Speed,469,,,35,,,,,
Time,469,,,4.8,,,,,
Grade,469,,,0,,,,,
Median,469,,,0,,,,,
Offset,469,,,0,,,,,
TWLTL,469,,,0,,,,,
Crosswalk Width,469,,,16,,,,,
Mandatory Distance,469,,,200,,,,,
Mandatory Distance2,469,,,1539,,,,,
Positioning Distance,469,,,1026,,,,,
Positioning Distance2,469,,,2052,,,,,
Curve Pt X,469,,,,,,,,
Curve Pt Y,469,,,,,,,,
Curve Pt Z,469,,,,,,,,
Link Is Hidden,469,,,FALSE,,,,,
Street Name Is Hidden,469,,,FALSE,,,,,
Up ID,470,,,389,,,,,
Lanes,470,,,2,,,,,
Name,470,,,202,,,,,
Distance,470,,,508,,,,,
Speed,470,,,30,,,,,
Time,470,,,11.5,,,,,
Grade,470,,,0,,,,,
Median,470,,,0,,,,,
Offset,470,,,0,,,,,
TWLTL,470,,,0,,,,,
Crosswalk Width,470,,,16,,,,,
Mandatory Distance,470,,,200,,,,,
Mandatory Distance2,470,,,1320,,,,,
Positioning Distance,470,,,880,,,,,
Positioning Distance2,470,,,1760,,,,,
Curve Pt X,470,,,,,,,,
Curve Pt Y,470,,,,,,,,
Curve Pt Z,470,,,,,,,,
Link Is Hidden,470,,,FALSE,,,,,
Street Name Is Hidden,470,,,FALSE,,,,,
Up ID,471,,,,390,,,,
Lanes,471,,,,2,,,,
Name,471,,,,202,,,,
Distance,471,,,,811,,,,
Speed,471,,,,30,,,,
Time,471,,,,18.4,,,,
Grade,471,,,,0,,,,
Median,471,,,,0,,,,
Offset,471,,,,0,,,,
TWLTL,471,,,,0,,,,
Crosswalk Width,471,,,,16,,,,
Mandatory Distance,471,,,,200,,,,
Mandatory Distance2,471,,,,1320,,,,
Positioning Distance,471,,,,880,,,,
Positioning Distance2,471,,,,1760,,,,
Curve Pt X,471,,,,,,,,
Curve Pt Y,471,,,,,,,,
Curve Pt Z,471,,,,,,,,
Link Is Hidden,471,,,,FALSE,,,,
Street Name Is Hidden,471,,,,FALSE,,,,
Up ID,472,,,,386,,,,
Lanes,472,,,,0,,,,
Name,472,,,,202 EB,,,,
Distance,472,,,,849,,,,
Speed,472,,,,30,,,,
Time,472,,,,19.3,,,,
Grade,472,,,,0,,,,
Median,472,,,,0,,,,
Offset,472,,,,0,,,,
TWLTL,472,,,,0,,,,
Crosswalk Width,472,,,,16,,,,
Mandatory Distance,472,,,,200,,,,
Mandatory Distance2,472,,,,1320,,,,
Positioning Distance,472,,,,880,,,,
Positioning Distance2,472,,,,1760,,,,
Curve Pt X,472,,,,,,,,
Curve Pt Y,472,,,,,,,,
Curve Pt Z,472,,,,,,,,
Link Is Hidden,472,,,,FALSE,,,,
Street Name Is Hidden,472,,,,FALSE,,,,
Up ID,473,,,108,,,,,
Lanes,473,,,2,,,,,
Name,473,,,Alameda Dr,,,,,
Distance,473,,,1386,,,,,
Speed,473,,,30,,,,,
Time,473,,,31.5,,,,,
Grade,473,,,0,,,,,
Median,473,,,12,,,,,
Offset,473,,,0,,,,,
TWLTL,473,,,0,,,,,
Crosswalk Width,473,,,16,,,,,
Mandatory Distance,473,,,200,,,,,
Mandatory Distance2,473,,,1320,,,,,
Positioning Distance,473,,,880,,,,,
Positioning Distance2,473,,,1760,,,,,
Curve Pt X,473,,,,,,,,
Curve Pt Y,473,,,,,,,,
Curve Pt Z,473,,,,,,,,
Link Is Hidden,473,,,FALSE,,,,,
Street Name Is Hidden,473,,,FALSE,,,,,
Up ID,474,503,,,,,,500,
Lanes,474,*3,,,,,,2,
Name,474,Curry,,,,,,Washington St,
Distance,474,376,,,,,,1382,
Speed,474,45,,,,,,45,
Time,474,5.7,,,,,,20.9,
Grade,474,0,,,,,,0,
Median,474,12,,,,,,12,
Offset,474,0,,,,,,0,
TWLTL,474,0,,,,,,0,
Crosswalk Width,474,16,,,,,,16,
Mandatory Distance,474,100,,,,,,100,
Mandatory Distance2,474,1980,,,,,,1980,
Positioning Distance,474,1320,,,,,,1320,
Positioning Distance2,474,2640,,,,,,2640,
Curve Pt X,474,,,,,,,11097,
Curve Pt Y,474,,,,,,,34924,
Curve Pt Z,474,,,,,,,23007,
Link Is Hidden,474,FALSE,,,,,,FALSE,
Street Name Is Hidden,474,FALSE,,,,,,FALSE,
Up ID,475,,,174,,,,,
Lanes,475,,,1,,,,,
Name,475,,,Westchester,,,,,
Distance,475,,,420,,,,,
Speed,475,,,30,,,,,
Time,475,,,9.5,,,,,
Grade,475,,,0,,,,,
Median,475,,,12,,,,,
Offset,475,,,0,,,,,
TWLTL,475,,,0,,,,,
Crosswalk Width,475,,,16,,,,,
Mandatory Distance,475,,,200,,,,,
Mandatory Distance2,475,,,1320,,,,,
Positioning Distance,475,,,880,,,,,
Positioning Distance2,475,,,1760,,,,,
Curve Pt X,475,,,,,,,,
Curve Pt Y,475,,,,,,,,
Curve Pt Z,475,,,,,,,,
Link Is Hidden,475,,,FALSE,,,,,
Street Name Is Hidden,475,,,FALSE,,,,,
Up ID,476,,,118,119,,,,
Lanes,476,,,2,*3,,,,
Name,476,,,Southern Ave,Southern Ave,,,,
Distance,476,,,990,850,,,,
Speed,476,,,45,45,,,,
Time,476,,,15,12.9,,,,
Grade,476,,,0,0,,,,
Median,476,,,12,12,,,,
Offset,476,,,0,0,,,,
TWLTL,476,,,0,0,,,,
Crosswalk Width,476,,,16,16,,,,
Mandatory Distance,476,,,100,100,,,,
Mandatory Distance2,476,,,1980,1980,,,,
Positioning Distance,476,,,1320,1320,,,,
Positioning Distance2,476,,,2640,2640,,,,
Curve Pt X,476,,,,,,,,
Curve Pt Y,476,,,,,,,,
Curve Pt Z,476,,,,,,,,
Link Is Hidden,476,,,FALSE,FALSE,,,,
Street Name Is Hidden,476,,,FALSE,FALSE,,,,
Up ID,477,210,479,,,,,,
Lanes,477,*3,3,,,,,,
Name,477,Rural Road,Rural Road,,,,,,
Distance,477,1106,960,,,,,,
Speed,477,45,45,,,,,,
Time,477,16.8,14.5,,,,,,
Grade,477,0,0,,,,,,
Median,477,12,12,,,,,,
Offset,477,0,0,,,,,,
TWLTL,477,0,0,,,,,,
Crosswalk Width,477,16,16,,,,,,
Mandatory Distance,477,100,100,,,,,,
Mandatory Distance2,477,1980,1980,,,,,,
Positioning Distance,477,1320,1320,,,,,,
Positioning Distance2,477,2640,2640,,,,,,
Curve Pt X,477,,,,,,,,
Curve Pt Y,477,,,,,,,,
Curve Pt Z,477,,,,,,,,
Link Is Hidden,477,FALSE,FALSE,,,,,,
Street Name Is Hidden,477,FALSE,FALSE,,,,,,
Up ID,478,,,,109,,,,
Lanes,478,,,,2,,,,
Name,478,,,,Alameda Dr,,,,
Distance,478,,,,1433,,,,
Speed,478,,,,30,,,,
Time,478,,,,32.6,,,,
Grade,478,,,,0,,,,
Median,478,,,,12,,,,
Offset,478,,,,0,,,,
TWLTL,478,,,,0,,,,
Crosswalk Width,478,,,,16,,,,
Mandatory Distance,478,,,,200,,,,
Mandatory Distance2,478,,,,1320,,,,
Positioning Distance,478,,,,880,,,,
Positioning Distance2,478,,,,1760,,,,
Curve Pt X,478,,,,,,,,
Curve Pt Y,478,,,,,,,,
Curve Pt Z,478,,,,,,,,
Link Is Hidden,478,,,,FALSE,,,,
Street Name Is Hidden,478,,,,FALSE,,,,
Up ID,479,477,197,,,,,,
Lanes,479,2,3,,,,,,
Name,479,Rural Road,Rural Road,,,,,,
Distance,479,960,579,,,,,,
Speed,479,45,45,,,,,,
Time,479,14.5,8.8,,,,,,
Grade,479,0,0,,,,,,
Median,479,0,0,,,,,,
Offset,479,0,0,,,,,,
TWLTL,479,0,0,,,,,,
Crosswalk Width,479,16,16,,,,,,
Mandatory Distance,479,100,100,,,,,,
Mandatory Distance2,479,1980,1980,,,,,,
Positioning Distance,479,1320,1320,,,,,,
Positioning Distance2,479,2640,2640,,,,,,
Curve Pt X,479,,,,,,,,
Curve Pt Y,479,,,,,,,,
Curve Pt Z,479,,,,,,,,
Link Is Hidden,479,FALSE,FALSE,,,,,,
Street Name Is Hidden,479,FALSE,FALSE,,,,,,
Up ID,480,,,,,506,,,
Lanes,480,,,,,2,,,
Name,480,,,,,Center Pkwy,,,
Distance,480,,,,,636,,,
Speed,480,,,,,30,,,
Time,480,,,,,14.5,,,
Grade,480,,,,,0,,,
Median,480,,,,,12,,,
Offset,480,,,,,0,,,
TWLTL,480,,,,,0,,,
Crosswalk Width,480,,,,,16,,,
Mandatory Distance,480,,,,,200,,,
Mandatory Distance2,480,,,,,1320,,,
Positioning Distance,480,,,,,880,,,
Positioning Distance2,480,,,,,1760,,,
Curve Pt X,480,,,,,,,,
Curve Pt Y,480,,,,,,,,
Curve Pt Z,480,,,,,,,,
Link Is Hidden,480,,,,,FALSE,,,
Street Name Is Hidden,480,,,,,FALSE,,,
Up ID,481,229,226,,,,,,
Lanes,481,3,*3,,,,,,
Name,481,Priest,Priest,,,,,,
Distance,481,710,1360,,,,,,
Speed,481,45,45,,,,,,
Time,481,10.8,20.6,,,,,,
Grade,481,0,0,,,,,,
Median,481,12,12,,,,,,
Offset,481,0,0,,,,,,
TWLTL,481,0,0,,,,,,
Crosswalk Width,481,16,16,,,,,,
Mandatory Distance,481,100,100,,,,,,
Mandatory Distance2,481,1980,1980,,,,,,
Positioning Distance,481,1320,1320,,,,,,
Positioning Distance2,481,2640,2640,,,,,,
Curve Pt X,481,,,,,,,,
Curve Pt Y,481,,,,,,,,
Curve Pt Z,481,,,,,,,,
Link Is Hidden,481,FALSE,FALSE,,,,,,
Street Name Is Hidden,481,FALSE,FALSE,,,,,,
Up ID,482,231,206,,,,,,
Lanes,482,1,*2,,,,,,
Name,482,Hardy,Hardy,,,,,,
Distance,482,4630,673,,,,,,
Speed,482,35,35,,,,,,
Time,482,90.2,13.1,,,,,,
Grade,482,0,0,,,,,,
Median,482,12,12,,,,,,
Offset,482,0,0,,,,,,
TWLTL,482,0,0,,,,,,
Crosswalk Width,482,16,16,,,,,,
Mandatory Distance,482,100,100,,,,,,
Mandatory Distance2,482,1539,1539,,,,,,
Positioning Distance,482,1026,1026,,,,,,
Positioning Distance2,482,2052,2052,,,,,,
Curve Pt X,482,,,,,,,,
Curve Pt Y,482,,,,,,,,
Curve Pt Z,482,,,,,,,,
Link Is Hidden,482,FALSE,FALSE,,,,,,
Street Name Is Hidden,482,FALSE,FALSE,,,,,,
Up ID,483,498,,,,,,,
Lanes,483,2,,,,,,,
Name,483,SR 143 NB ,,,,,,,
Distance,483,741,,,,,,,
Speed,483,30,,,,,,,
Time,483,16.8,,,,,,,
Grade,483,0,,,,,,,
Median,483,0,,,,,,,
Offset,483,0,,,,,,,
TWLTL,483,0,,,,,,,
Crosswalk Width,483,16,,,,,,,
Mandatory Distance,483,200,,,,,,,
Mandatory Distance2,483,1320,,,,,,,
Positioning Distance,483,880,,,,,,,
Positioning Distance2,483,1760,,,,,,,
Curve Pt X,483,,,,,,,,
Curve Pt Y,483,,,,,,,,
Curve Pt Z,483,,,,,,,,
Link Is Hidden,483,FALSE,,,,,,,
Street Name Is Hidden,483,FALSE,,,,,,,
Up ID,484,,,,7,,,,
Lanes,484,,,,1,,,,
Name,484,,,,Weber Drive,,,,
Distance,484,,,,531,,,,
Speed,484,,,,30,,,,
Time,484,,,,12.1,,,,
Grade,484,,,,0,,,,
Median,484,,,,12,,,,
Offset,484,,,,0,,,,
TWLTL,484,,,,0,,,,
Crosswalk Width,484,,,,16,,,,
Mandatory Distance,484,,,,200,,,,
Mandatory Distance2,484,,,,1320,,,,
Positioning Distance,484,,,,880,,,,
Positioning Distance2,484,,,,1760,,,,
Curve Pt X,484,,,,,,,,
Curve Pt Y,484,,,,,,,,
Curve Pt Z,484,,,,,,,,
Link Is Hidden,484,,,,FALSE,,,,
Street Name Is Hidden,484,,,,FALSE,,,,
Up ID,485,,,,82,,,,
Lanes,485,,,,1,,,,
Name,485,,,,,,,,
Distance,485,,,,370,,,,
Speed,485,,,,30,,,,
Time,485,,,,8.4,,,,
Grade,485,,,,0,,,,
Median,485,,,,12,,,,
Offset,485,,,,0,,,,
TWLTL,485,,,,0,,,,
Crosswalk Width,485,,,,16,,,,
Mandatory Distance,485,,,,200,,,,
Mandatory Distance2,485,,,,1320,,,,
Positioning Distance,485,,,,880,,,,
Positioning Distance2,485,,,,1760,,,,
Curve Pt X,485,,,,,,,,
Curve Pt Y,485,,,,,,,,
Curve Pt Z,485,,,,,,,,
Link Is Hidden,485,,,,FALSE,,,,
Street Name Is Hidden,485,,,,FALSE,,,,
Up ID,486,,,13,14,,,,
Lanes,486,,,2,2,,,,
Name,486,,,Rio Salado Parkway,Rio Salado Parkway,,,,
Distance,486,,,477,2201,,,,
Speed,486,,,40,40,,,,
Time,486,,,8.1,37.5,,,,
Grade,486,,,0,0,,,,
Median,486,,,24,24,,,,
Offset,486,,,0,0,,,,
TWLTL,486,,,0,0,,,,
Crosswalk Width,486,,,16,16,,,,
Mandatory Distance,486,,,100,100,,,,
Mandatory Distance2,486,,,1761,1761,,,,
Positioning Distance,486,,,1174,1174,,,,
Positioning Distance2,486,,,2348,2348,,,,
Curve Pt X,486,,,,11348,,,,
Curve Pt Y,486,,,,29915,,,,
Curve Pt Z,486,,,,0,,,,
Link Is Hidden,486,,,FALSE,FALSE,,,,
Street Name Is Hidden,486,,,FALSE,FALSE,,,,
Up ID,487,291,202,,,,,,
Lanes,487,0,2,,,,,,
Name,487,I-10 EB,I-10 EB,,,,,,
Distance,487,520,413,,,,,,
Speed,487,40,30,,,,,,
Time,487,8.9,9.4,,,,,,
Grade,487,0,0,,,,,,
Median,487,0,0,,,,,,
Offset,487,0,0,,,,,,
TWLTL,487,0,0,,,,,,
Crosswalk Width,487,16,16,,,,,,
Mandatory Distance,487,100,100,,,,,,
Mandatory Distance2,487,1761,1320,,,,,,
Positioning Distance,487,1174,880,,,,,,
Positioning Distance2,487,2348,1760,,,,,,
Curve Pt X,487,,,,,,,,
Curve Pt Y,487,,,,,,,,
Curve Pt Z,487,,,,,,,,
Link Is Hidden,487,FALSE,FALSE,,,,,,
Street Name Is Hidden,487,FALSE,FALSE,,,,,,
Up ID,488,,264,,,,,,
Lanes,488,,2,,,,,,
Name,488,,SR 143 SB,,,,,,
Distance,488,,882,,,,,,
Speed,488,,30,,,,,,
Time,488,,20,,,,,,
Grade,488,,0,,,,,,
Median,488,,0,,,,,,
Offset,488,,0,,,,,,
TWLTL,488,,0,,,,,,
Crosswalk Width,488,,16,,,,,,
Mandatory Distance,488,,200,,,,,,
Mandatory Distance2,488,,1320,,,,,,
Positioning Distance,488,,880,,,,,,
Positioning Distance2,488,,1760,,,,,,
Curve Pt X,488,,,,,,,,
Curve Pt Y,488,,,,,,,,
Curve Pt Z,488,,,,,,,,
Link Is Hidden,488,,FALSE,,,,,,
Street Name Is Hidden,488,,FALSE,,,,,,
Up ID,489,,264,,,,,,
Lanes,489,,0,,,,,,
Name,489,,SR 143 NB,,,,,,
Distance,489,,986,,,,,,
Speed,489,,30,,,,,,
Time,489,,22.4,,,,,,
Grade,489,,0,,,,,,
Median,489,,0,,,,,,
Offset,489,,0,,,,,,
TWLTL,489,,0,,,,,,
Crosswalk Width,489,,16,,,,,,
Mandatory Distance,489,,200,,,,,,
Mandatory Distance2,489,,1320,,,,,,
Positioning Distance,489,,880,,,,,,
Positioning Distance2,489,,1760,,,,,,
Curve Pt X,489,,,,,,,,
Curve Pt Y,489,,,,,,,,
Curve Pt Z,489,,,,,,,,
Link Is Hidden,489,,FALSE,,,,,,
Street Name Is Hidden,489,,FALSE,,,,,,
Up ID,490,189,402,,,,,,
Lanes,490,*1,0,,,,,,
Name,490,I-10 WB,I-10 WB,,,,,,
Distance,490,252,667,,,,,,
Speed,490,40,30,,,,,,
Time,490,4.3,15.2,,,,,,
Grade,490,0,0,,,,,,
Median,490,0,0,,,,,,
Offset,490,0,0,,,,,,
TWLTL,490,0,0,,,,,,
Crosswalk Width,490,16,16,,,,,,
Mandatory Distance,490,100,100,,,,,,
Mandatory Distance2,490,1761,1320,,,,,,
Positioning Distance,490,1174,880,,,,,,
Positioning Distance2,490,2348,1760,,,,,,
Curve Pt X,490,,,,,,,,
Curve Pt Y,490,,,,,,,,
Curve Pt Z,490,,,,,,,,
Link Is Hidden,490,FALSE,FALSE,,,,,,
Street Name Is Hidden,490,FALSE,FALSE,,,,,,
Up ID,491,202,438,,,,,,
Lanes,491,0,*1,,,,,,
Name,491,I-10 EB,I-10 EB,,,,,,
Distance,491,671,450,,,,,,
Speed,491,30,40,,,,,,
Time,491,15.3,7.7,,,,,,
Grade,491,0,0,,,,,,
Median,491,12,12,,,,,,
Offset,491,0,0,,,,,,
TWLTL,491,0,0,,,,,,
Crosswalk Width,491,16,16,,,,,,
Mandatory Distance,491,100,100,,,,,,
Mandatory Distance2,491,1320,1761,,,,,,
Positioning Distance,491,880,1174,,,,,,
Positioning Distance2,491,1760,2348,,,,,,
Curve Pt X,491,,,,,,,,
Curve Pt Y,491,,,,,,,,
Curve Pt Z,491,,,,,,,,
Link Is Hidden,491,FALSE,FALSE,,,,,,
Street Name Is Hidden,491,FALSE,FALSE,,,,,,
Up ID,492,512,,,,,,,
Lanes,492,1,,,,,,,
Name,492,PED,,,,,,,
Distance,492,173,,,,,,,
Speed,492,30,,,,,,,
Time,492,3.9,,,,,,,
Grade,492,0,,,,,,,
Median,492,0,,,,,,,
Offset,492,0,,,,,,,
TWLTL,492,0,,,,,,,
Crosswalk Width,492,16,,,,,,,
Mandatory Distance,492,200,,,,,,,
Mandatory Distance2,492,1320,,,,,,,
Positioning Distance,492,880,,,,,,,
Positioning Distance2,492,1760,,,,,,,
Curve Pt X,492,,,,,,,,
Curve Pt Y,492,,,,,,,,
Curve Pt Z,492,,,,,,,,
Link Is Hidden,492,FALSE,,,,,,,
Street Name Is Hidden,492,FALSE,,,,,,,
Up ID,493,526,,,,,,,
Lanes,493,0,,,,,,,
Name,493,,,,,,,,
Distance,493,202,,,,,,,
Speed,493,30,,,,,,,
Time,493,4.6,,,,,,,
Grade,493,0,,,,,,,
Median,493,0,,,,,,,
Offset,493,0,,,,,,,
TWLTL,493,0,,,,,,,
Crosswalk Width,493,16,,,,,,,
Mandatory Distance,493,200,,,,,,,
Mandatory Distance2,493,1320,,,,,,,
Positioning Distance,493,880,,,,,,,
Positioning Distance2,493,1760,,,,,,,
Curve Pt X,493,,,,,,,,
Curve Pt Y,493,,,,,,,,
Curve Pt Z,493,,,,,,,,
Link Is Hidden,493,FALSE,,,,,,,
Street Name Is Hidden,493,FALSE,,,,,,,
Up ID,494,,,33,,,,,
Lanes,494,,,1,,,,,
Name,494,,,,,,,,
Distance,494,,,290,,,,,
Speed,494,,,30,,,,,
Time,494,,,6.6,,,,,
Grade,494,,,0,,,,,
Median,494,,,0,,,,,
Offset,494,,,0,,,,,
TWLTL,494,,,0,,,,,
Crosswalk Width,494,,,16,,,,,
Mandatory Distance,494,,,200,,,,,
Mandatory Distance2,494,,,1320,,,,,
